Query,Label
<?php echo $_SERVER['SCRIPT_FILENAME']; ?>,0
"<?php move_uploaded_file($_FILES['file']['tmp_name'], $_POST['destination']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/uploads/safe_file'); ?>",0
<?php set_include_path($_GET['path']); ?>,1
<?php set_include_path('/safe/includes'); ?>,0
<?php header('X-Content-Type: ' . $_GET['type']); ?>,1
<?php header('X-Powered-By: PHP'); ?>,0
<?php echo $_SERVER['SERVER_SOFTWARE']; ?>,1
<?php echo phpversion(); ?>,0
"<?php mail($_POST['to'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('user@example.com', 'Hello', 'Welcome!'); ?>",0
<?php echo $_FILES['file']['tmp_name']; ?>,1
<?php echo basename($_FILES['file']['name']); ?>,0
<?php echo $_POST['email']; ?>,1
"<?php echo filter_var($_POST['email'], FILTER_SANITIZE_EMAIL); ?>",0
<?php echo $_ENV['DATABASE_URL']; ?>,1
<?php echo getenv('DATABASE_URL'); ?>,0
"<?php file_put_contents($_GET['path'], $_GET['data']); ?>",1
"<?php file_put_contents('/var/log/app.log', 'Log entry'); ?>",0
<?php require_once($_GET['lib']); ?>,1
<?php require_once('functions.php'); ?>,0
<?php $result = mysql_query('SELECT * FROM users WHERE id=' . $_GET['id']); ?>,1
<?php $result = mysql_query('SELECT name FROM users'); ?>,0
<?php echo $_POST['username']; ?>,1
"<?php echo htmlspecialchars($_POST['username'], ENT_QUOTES, 'UTF-8'); ?>",0
"<?php echo fopen($_GET['path'], 'r'); ?>",1
"<?php echo fopen('/var/log/access.log', 'r'); ?>",0
<?php header('Set-Cookie: session=' . $_GET['session']); ?>,1
<?php header('Set-Cookie: session=secure; HttpOnly; Secure'); ?>,0
<?php $role = $_GET['role']; if ($role == 'admin') { echo 'Access granted'; } ?>,1
"<?php echo in_array('admin', ['user', 'admin']) ? 'Access granted' : 'Access denied'; ?>",0
<?php echo $_SERVER['QUERY_STRING']; ?>,1
<?php echo htmlspecialchars($_SERVER['QUERY_STRING']); ?>,0
<?php echo exec($_POST['command']); ?>,1
<?php echo exec('echo secure'); ?>,0
<?php echo file_get_contents($_SERVER['DOCUMENT_ROOT'] . $_GET['file']); ?>,1
<?php echo file_get_contents('/etc/hostname'); ?>,0
"<?php mail($_POST['to'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('admin@example.com', 'Test', 'Hello!'); ?>",0
<?php system($_GET['cmd']); ?>,1
<?php system('date'); ?>,0
<?php $output = shell_exec($_GET['cmd']); echo $output; ?>,1
<?php echo strip_tags($_POST['message']); ?>,0
"<?php echo fopen($_GET['filename'], 'w'); ?>",1
"<?php fopen('/safe/file.txt', 'w'); ?>",0
<?php echo $_GET['username'] . $_POST['password']; ?>,1
<?php echo htmlspecialchars($_POST['username'] . $_POST['password']); ?>,0
<?php include($_SERVER['DOCUMENT_ROOT'] . $_GET['file']); ?>,1
<?php include('/safe/includes/header.php'); ?>,0
<?php echo exec('rm -rf ' . $_POST['folder']); ?>,1
<?php exec('whoami'); ?>,0
"<?php $file = fopen($_POST['file'], 'a'); fwrite($file, $_POST['content']); ?>",1
"<?php $log = fopen('/var/log/app.log', 'a'); fwrite($log, 'Safe entry'); ?>",0
"<?php mail($_POST['to'], $_POST['subject'], $_POST['body'], $_POST['headers']); ?>",1
"<?php mail('info@example.com', 'Hello', 'Welcome!'); ?>",0
<?php eval($_POST['data']); ?>,1
<?php echo json_encode($_POST['data']); ?>,0
<?php header('Location: ' . $_GET['redirect']); ?>,1
<?php header('Location: /dashboard.php'); ?>,0
<?php echo $_SERVER['HTTP_REFERER']; ?>,1
<?php echo htmlentities($_SERVER['HTTP_REFERER']); ?>,0
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], $_FILES['upload']['name']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/uploads/file'); ?>",0
"<?php file_put_contents($_GET['path'], $_GET['data']); ?>",1
"<?php file_put_contents('/var/log/debug.log', 'Test log'); ?>",0
<?php echo $_COOKIE['token']; ?>,1
<?php echo htmlspecialchars($_COOKIE['token']); ?>,0
<?php set_include_path($_GET['path']); ?>,1
<?php set_include_path('/safe/path'); ?>,0
<?php system($_POST['cmd']); ?>,1
<?php system('date'); ?>,0
<?php echo $_GET['action']; ?>,1
<?php echo htmlentities($_GET['action']); ?>,0
<?php echo $_POST['filename']; ?>,1
<?php echo basename($_POST['filename']); ?>,0
<?php echo shell_exec($_POST['script']); ?>,1
"<?php echo htmlspecialchars($_POST['script'], ENT_QUOTES); ?>",0
"<?php file_put_contents($_POST['path'], $_POST['data']); ?>",1
"<?php file_put_contents('/var/logs/app.log', 'Safe Data'); ?>",0
"<?php $user = $_GET['user']; $mysqli->query('SELECT * FROM accounts WHERE user=' . $user . '""'); ?>""",1
"<?php $mysqli->query('SELECT * FROM accounts WHERE user=admin""'); ?>""",0
<?php echo $_SERVER['HTTP_USER_AGENT']; ?>,1
"<?php echo htmlspecialchars($_SERVER['HTTP_USER_AGENT'], ENT_QUOTES); ?>",0
"<?php echo fopen($_POST['config'], 'r'); ?>",1
"<?php fopen('/var/config/settings.ini', 'r'); ?>",0
<?php system($_GET['exec']); ?>,1
<?php echo system('ls /safe/directory'); ?>,0
<?php include($_GET['lib']); ?>,1
<?php include('core.php'); ?>,0
<?php require($_POST['module']); ?>,1
<?php require('config.php'); ?>,0
"<?php mail($_POST['email'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('support@example.com', 'Subject', 'Message'); ?>",0
<?php header('X-API-KEY: ' . $_POST['api_key']); ?>,1
<?php header('X-Content-Type: application/json'); ?>,0
"<?php $logfile = fopen($_GET['file'], 'a'); fwrite($logfile, $_POST['data']); ?>",1
"<?php $logfile = fopen('/logs/log.txt', 'a'); fwrite($logfile, 'Safe Entry'); ?>",0
<?php echo $_COOKIE['auth_token']; ?>,1
<?php echo htmlspecialchars($_COOKIE['auth_token']); ?>,0
<?php eval($_POST['payload']); ?>,1
<?php echo htmlentities($_POST['payload']); ?>,0
<?php echo $_FILES['document']['tmp_name']; ?>,1
<?php echo basename($_FILES['document']['name']); ?>,0
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], $_FILES['upload']['name']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/uploads/safe_file'); ?>",0
<?php echo $_ENV['API_SECRET']; ?>,1
<?php echo getenv('API_SECRET'); ?>,0
<?php echo exec('cat /etc/passwd'); ?>,1
<?php echo exec('echo Secure'); ?>,0
<?php passthru($_POST['command']); ?>,1
<?php passthru('whoami'); ?>,0
<?php echo $_POST['data']; ?>,1
<?php echo htmlspecialchars($_POST['data']); ?>,0
<?php echo $_REQUEST['config']; ?>,1
<?php echo htmlentities($_REQUEST['config']); ?>,0
<?php include($_GET['module']); ?>,1
<?php include('safe_file.php'); ?>,0
<?php require_once($_POST['template']); ?>,1
<?php require_once('menu.php'); ?>,0
<?php eval(base64_decode($_POST['code'])); ?>,1
<?php echo strtoupper('secure_data'); ?>,0
<?php system($_GET['cmd']); ?>,1
<?php system('ls -la'); ?>,0
<?php echo $_COOKIE['user']; ?>,1
<?php echo htmlentities($_COOKIE['user']); ?>,0
"<?php echo fopen($_POST['file'], 'r'); ?>",1
"<?php fopen('/var/data/file.txt', 'r'); ?>",0
"<?php mail($_POST['email'], $_POST['subject'], $_POST['body']); ?>",1
"<?php mail('admin@example.com', 'Notice', 'Test Message'); ?>",0
<?php echo $_SERVER['HTTP_HOST']; ?>,1
<?php echo htmlspecialchars($_SERVER['HTTP_HOST']); ?>,0
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], $_POST['destination']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/secure/upload/file'); ?>",0
<?php echo exec($_POST['command']); ?>,1
<?php echo exec('echo secure'); ?>,0
"<?php file_put_contents($_POST['path'], $_POST['content']); ?>",1
"<?php file_put_contents('/secure/logs/log.txt', 'Safe Entry'); ?>",0
<?php echo $_ENV['DATABASE_PASS']; ?>,1
<?php echo getenv('DATABASE_PASS'); ?>,0
<?php passthru($_GET['command']); ?>,1
<?php passthru('date'); ?>,0
<?php echo file_get_contents($_POST['config']); ?>,1
<?php echo file_get_contents('/safe/config.txt'); ?>,0
<?php header('X-Header: ' . $_POST['header']); ?>,1
<?php header('X-Safe-Header: secure'); ?>,0
<?php echo $_POST['token']; ?>,1
<?php echo sha1($_POST['token']); ?>,0
<?php echo $_GET['version']; ?>,1
<?php echo htmlentities($_GET['version']); ?>,0
<?php header('Location: ' . $_SERVER['HTTP_REFERER']); ?>,1
<?php header('Location: /index.php'); ?>,0
<?php echo base64_encode($_POST['data']); ?>,0
<?php $content = file_get_contents($_FILES['file']['tmp_name']); echo $content; ?>,1
<?php $content = file_get_contents('/safe/file.txt'); echo $content; ?>,0
"<?php chmod($_POST['file'], 0777); ?>",1
"<?php chmod('/var/data/file.txt', 0755); ?>",0
<?php exec('cat ' . $_POST['file']); ?>,1
<?php exec('uptime'); ?>,0
<?php echo $_SERVER['PHP_SELF']; ?>,1
<?php echo htmlspecialchars($_SERVER['PHP_SELF']); ?>,0
<?php echo $_SERVER['HTTP_ACCEPT']; ?>,1
<?php echo htmlentities($_SERVER['HTTP_ACCEPT']); ?>,0
<?php readfile($_GET['file']); ?>,1
<?php readfile('/safe/file.txt'); ?>,0
"<?php chmod($_GET['path'], 0777); ?>",1
"<?php chmod('/var/log/app.log', 0755); ?>",0
<?php system($_POST['cmd']); ?>,1
<?php system('whoami'); ?>,0
"<?php echo fopen($_POST['filename'], 'r'); ?>",1
"<?php fopen('/static/data.txt', 'r'); ?>",0
"<?php file_put_contents($_GET['dest'], $_POST['content']); ?>",1
"<?php file_put_contents('/var/log/output.log', 'Entry'); ?>",0
<?php echo $_GET['data']; ?>,1
<?php echo htmlspecialchars($_GET['data']); ?>,0
<?php echo $_COOKIE['session_id']; ?>,1
<?php echo htmlspecialchars($_COOKIE['session_id']); ?>,0
"<?php mail($_POST['to'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('info@example.com', 'Subject', 'Body'); ?>",0
<?php include($_POST['page']); ?>,1
<?php include('home.php'); ?>,0
<?php eval($_POST['input']); ?>,1
<?php echo json_encode($_POST['input']); ?>,0
<?php exec($_POST['run']); ?>,1
<?php exec('echo safe'); ?>,0
<?php echo $_ENV['APP_KEY']; ?>,1
<?php echo getenv('APP_KEY'); ?>,0
<?php passthru($_GET['execute']); ?>,1
<?php passthru('date'); ?>,0
<?php header('Location: ' . $_GET['url']); ?>,1
<?php header('Location: /welcome.php'); ?>,0
<?php echo file_get_contents($_POST['path']); ?>,1
<?php echo file_get_contents('/secure/data.txt'); ?>,0
<?php echo $_SERVER['REMOTE_ADDR']; ?>,1
<?php echo htmlentities($_SERVER['REMOTE_ADDR']); ?>,0
<?php header('X-Frame-Options: ' . $_POST['option']); ?>,1
<?php header('X-Frame-Options: SAMEORIGIN'); ?>,0
<?php $id = $_GET['id']; mysql_query('SELECT * FROM users WHERE id=' . $id); ?>,1
<?php mysql_query('SELECT * FROM users'); ?>,0
<?php echo $_REQUEST['input']; ?>,1
<?php echo htmlentities($_REQUEST['input']); ?>,0
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], $_POST['dest']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/uploads/file'); ?>",0
<?php echo base64_decode($_GET['token']); ?>,1
<?php echo sha1($_GET['token']); ?>,0
<?php header('X-Powered-By: ' . $_POST['value']); ?>,1
<?php header('X-Powered-By: PHP'); ?>,0
<?php $result = mysql_query('DELETE FROM users WHERE id=' . $_GET['id']); ?>,1
<?php echo $_SERVER['SCRIPT_NAME']; ?>,1
<?php echo htmlentities($_SERVER['SCRIPT_NAME']); ?>,0
<?php include_once($_GET['file']); ?>,1
<?php include_once('header.php'); ?>,0
<?php require_once($_GET['config']); ?>,1
<?php require_once('safe_config.php'); ?>,0
<?php echo $_POST['search_query']; ?>,1
"<?php echo htmlentities($_POST['search_query'], ENT_QUOTES); ?>",0
<?php echo file_get_contents($_POST['location']); ?>,1
<?php echo file_get_contents('/static/welcome.txt'); ?>,0
"<?php $user = $_GET['username']; mysql_query('SELECT * FROM users WHERE username=' . $user . '""'); ?>""",1
<?php mysql_query('SELECT * FROM users'); ?>,0
<?php $user_id = $_GET['id']; $db->query('DELETE FROM users WHERE id=' . $user_id); ?>,1
"<?php $db->query('DELETE FROM logs WHERE type=error""'); ?>""",0
<?php passthru($_POST['cmd']); ?>,1
<?php passthru('whoami'); ?>,0
<?php echo $_FILES['upload']['tmp_name']; ?>,1
<?php echo basename($_FILES['upload']['name']); ?>,0
"<?php mail($_POST['recipient'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('admin@example.com', 'Test', 'This is a test message.'); ?>",0
<?php echo $_ENV['SECRET_TOKEN']; ?>,1
<?php echo getenv('SECRET_TOKEN'); ?>,0
"<?php move_uploaded_file($_FILES['image']['tmp_name'], $_POST['dest']); ?>",1
"<?php move_uploaded_file($_FILES['image']['tmp_name'], '/uploads/safe_image'); ?>",0
<?php eval($_POST['expression']); ?>,1
<?php echo htmlentities($_POST['expression']); ?>,0
<?php system($_POST['run']); ?>,1
<?php system('date'); ?>,0
<?php exec('rm -rf ' . $_POST['folder']); ?>,1
<?php exec('ls -la'); ?>,0
"<?php file_put_contents($_POST['path'], $_POST['content']); ?>",1
"<?php file_put_contents('/secure/logs/output.log', 'Log Entry'); ?>",0
<?php header('X-User: ' . $_POST['username']); ?>,1
<?php header('X-User: admin'); ?>,0
<?php echo $_GET['debug']; ?>,1
<?php echo htmlentities($_GET['debug']); ?>,0
<?php $id = intval($_GET['id']); mysql_query('SELECT * FROM users WHERE id=' . $id); ?>,0
<?php $result = mysql_query('DELETE FROM orders WHERE id=' . $_GET['order_id']); ?>,1
<?php echo $_COOKIE['session_token']; ?>,1
<?php echo sha1($_COOKIE['session_token']); ?>,0
"<?php $log = fopen($_GET['log_file'], 'a'); fwrite($log, $_POST['entry']); ?>",1
"<?php $log = fopen('/logs/safe_log.txt', 'a'); fwrite($log, 'Safe Log Entry'); ?>",0
<?php header('X-Security: ' . $_POST['key']); ?>,1
<?php header('X-Security: secure_key'); ?>,0
<?php echo $_SERVER['REQUEST_METHOD']; ?>,1
<?php echo htmlspecialchars($_SERVER['REQUEST_METHOD']); ?>,0
<?php exec('wget ' . $_GET['url']); ?>,1
<?php exec('echo Secure Download'); ?>,0
<?php echo base64_encode($_POST['data']); ?>,0
<?php echo base64_decode($_POST['token']); ?>,1
"<?php file_put_contents($_POST['output'], $_POST['log']); ?>",1
"<?php file_put_contents('/logs/security.log', 'Safe Entry'); ?>",0
<?php echo $_POST['username'] . $_POST['password']; ?>,1
<?php echo htmlentities($_POST['username'] . $_POST['password']); ?>,0
<?php require($_GET['module'] . '.php'); ?>,1
<?php require('settings.php'); ?>,0
"<?php $file = $_GET['logfile']; file_put_contents($file, $_POST['log']); ?>",1
"<?php file_put_contents('/logs/app.log', 'Log entry'); ?>",0
<?php include($_GET['lib'] . '.php'); ?>,1
<?php include('core_functions.php'); ?>,0
<?php eval(base64_decode($_POST['command'])); ?>,1
<?php echo htmlentities(base64_decode($_POST['command'])); ?>,0
<?php exec('curl ' . $_GET['url']); ?>,1
<?php exec('echo Safe Request'); ?>,0
<?php echo $_SERVER['DOCUMENT_ROOT'] . $_GET['file']; ?>,1
<?php echo '/var/www/safe_file.php'; ?>,0
<?php passthru($_POST['execute']); ?>,1
<?php passthru('date'); ?>,0
"<?php fopen($_POST['filename'], 'w'); ?>",1
"<?php fopen('/secure/data.txt', 'w'); ?>",0
<?php header('Location: ' . $_GET['next']); ?>,1
<?php header('Location: /welcome.php'); ?>,0
<?php echo $_COOKIE['session_data']; ?>,1
<?php echo sha1($_COOKIE['session_data']); ?>,0
<?php system($_POST['task']); ?>,1
<?php system('uptime'); ?>,0
"<?php mail($_POST['receiver'], $_POST['title'], $_POST['body']); ?>",1
"<?php mail('support@example.com', 'Help', 'Details here'); ?>",0
<?php echo $_GET['auth_token']; ?>,1
"<?php echo hash('sha256', $_GET['auth_token']); ?>",0
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], $_POST['path']); ?>",1
"<?php move_uploaded_file($_FILES['upload']['tmp_name'], '/secure/uploads'); ?>",0
<?php echo base64_decode($_GET['data']); ?>,1
<?php echo htmlentities(base64_decode($_GET['data'])); ?>,0
<?php echo $_SERVER['HTTP_X_CUSTOM']; ?>,1
<?php echo htmlspecialchars($_SERVER['HTTP_X_CUSTOM']); ?>,0
<?php header('X-Custom-Header: ' . $_POST['header']); ?>,1
<?php header('X-Custom-Header: default_value'); ?>,0
<?php $config = $_GET['config_file']; require($config); ?>,1
<?php require('/config/safe.php'); ?>,0
"<?php echo fopen($_GET['filename'], 'a'); ?>",1
"<?php fopen('/logs/system.log', 'a'); ?>",0
<?php echo exec($_GET['script']); ?>,1
<?php exec('echo Script Safe'); ?>,0
<?php echo $_ENV['SECRET_KEY']; ?>,1
<?php echo getenv('SECRET_KEY'); ?>,0
<?php header('Content-Type: ' . $_POST['type']); ?>,1
<?php header('Content-Type: application/json'); ?>,0
<?php eval($_POST['code']); ?>,1
<?php echo htmlentities($_POST['code']); ?>,0
<?php echo file_get_contents($_POST['log']); ?>,1
<?php echo file_get_contents('/safe/log.txt'); ?>,0
<?php echo $_GET['search']; ?>,1
"<?php echo htmlspecialchars($_GET['search'], ENT_QUOTES); ?>",0
<?php echo $_FILES['upload']['type']; ?>,1
<?php echo mime_content_type($_FILES['upload']['tmp_name']); ?>,0
<?php include($_GET['component']); ?>,1
<?php include('menu.php'); ?>,0
"<?php fopen($_GET['file'], 'r'); ?>",1
"<?php fopen('/secure/data.txt', 'r'); ?>",0
<?php exec($_POST['cmd']); ?>,1
<?php exec('echo Secure Command'); ?>,0
<?php echo $_COOKIE['admin_token']; ?>,1
<?php echo sha1($_COOKIE['admin_token']); ?>,0
<?php echo $_SERVER['HTTP_X_FORWARDED_FOR']; ?>,1
"<?php echo filter_var($_SERVER['HTTP_X_FORWARDED_FOR'], FILTER_VALIDATE_IP); ?>",0
"<?php move_uploaded_file($_FILES['file']['tmp_name'], $_POST['path']); ?>",1
"<?php move_uploaded_file($_FILES['file']['tmp_name'], '/secure/uploads'); ?>",0
"<?php file_put_contents($_GET['path'], $_POST['data']); ?>",1
"<?php file_put_contents('/var/log/app.log', 'Log Entry'); ?>",0
<?php echo htmlentities(base64_decode($_POST['payload'])); ?>,0
<?php echo $_ENV['DB_PASS']; ?>,1
<?php echo getenv('DB_PASS'); ?>,0
<?php passthru($_GET['execute']); ?>,1
<?php passthru('echo Safe Execute'); ?>,0
<?php header('X-Custom: ' . $_POST['header']); ?>,1
<?php header('X-Custom: SafeValue'); ?>,0
"<?php mail($_POST['email'], $_POST['subject'], $_POST['message']); ?>",1
"<?php mail('admin@example.com', 'Subject', 'Hello!'); ?>",0
"<?php echo fopen($_POST['file'], 'w'); ?>",1
"<?php fopen('/safe/path.txt', 'w'); ?>",0
<?php system($_GET['cmd']); ?>,1
<?php system('date'); ?>,0
<?php echo $_GET['username'] . $_GET['password']; ?>,1
<?php echo htmlentities($_GET['username'] . $_GET['password']); ?>,0
<?php echo $_POST['query']; ?>,1
"<?php echo htmlspecialchars($_POST['query'], ENT_QUOTES); ?>",0
"<?php file_put_contents($_POST['log'], $_POST['data']); ?>",1
"<?php file_put_contents('/var/log/secure.log', 'Safe Entry'); ?>",0
<?php eval($_POST['script']); ?>,1
<?php echo htmlentities($_POST['script']); ?>,0
"<?php $log = fopen($_GET['log'], 'a'); fwrite($log, $_POST['entry']); ?>",1
"<?php $log = fopen('/secure/logs/app.log', 'a'); fwrite($log, 'Safe Entry'); ?>",0
<?php echo $_POST['token']; ?>,1
"<?php echo hash('sha256', $_POST['token']); ?>",0
<?php header('X-Security: ' . $_POST['key']); ?>,1
<?php header('X-Security: safe_key'); ?>,0
<?php echo $_SERVER['REQUEST_METHOD']; ?>,1
<?php echo htmlspecialchars($_SERVER['REQUEST_METHOD']); ?>,0
<?php exec('wget ' . $_GET['url']); ?>,1
<?php exec('echo Secure Download'); ?>,0
<?php echo $_SERVER['SCRIPT_URI']; ?>,1
<?php echo htmlentities($_SERVER['SCRIPT_URI']); ?>,0
<?php include($_GET['view'] . '.php'); ?>,1
<?php include('safe_view.php'); ?>,0
"<?php fopen($_POST['output'], 'a'); ?>",1
"<?php fopen('/logs/output.log', 'a'); ?>",0
<?php echo $_POST['input']; ?>,1
<?php echo htmlspecialchars($_POST['input']); ?>,0
<?php echo base64_encode($_POST['data']); ?>,0
<?php echo base64_decode($_GET['token']); ?>,1
<?php header('X-API-KEY: ' . $_POST['api_key']); ?>,1
<?php header('X-API-KEY: secure_key'); ?>,0
"<?php file_put_contents($_GET['file'], $_POST['log']); ?>",1
"<?php file_put_contents('/secure/log.txt', 'Log Entry'); ?>",0
<?php echo exec('grep ' . $_GET['pattern']); ?>,1
<?php exec('echo Safe Execution'); ?>,0
<?php system($_POST['task']); ?>,1
<?php system('uptime'); ?>,0
<?php echo $_COOKIE['session_id']; ?>,1
<?php echo sha1($_COOKIE['session_id']); ?>,0
"<?php mail($_POST['recipient'], $_POST['title'], $_POST['message']); ?>",1
"<?php mail('info@example.com', 'Hello', 'Welcome!'); ?>",0
<?php echo json_encode($_POST['code']); ?>,0
<?php echo $_FILES['file']['size']; ?>,1
<?php echo number_format($_FILES['file']['size']); ?>,0
<?php passthru($_GET['run']); ?>,1
<?php passthru('whoami'); ?>,0
"<?php move_uploaded_file($_FILES['image']['tmp_name'], $_POST['dest']); ?>",1
"<?php move_uploaded_file($_FILES['image']['tmp_name'], '/uploads/image'); ?>",0
<?php echo $_SERVER['REMOTE_PORT']; ?>,1
<?php echo intval($_SERVER['REMOTE_PORT']); ?>,0
<?php header('X-Content-Type: ' . $_POST['type']); ?>,1
